full_name,year,inc_decile_p0p10,inc_decile_p10p20,inc_decile_p20p30,inc_decile_p30p40,inc_decile_p40p50,inc_decile_p50p60,inc_decile_p60p70,inc_decile_p70p80,inc_decile_p80p90,inc_decile_p90p100,country_code,total_population,mean_income
Canada,2017,1566,12525,19628,23244,29943,39231,50214,64439,89920,229343,CA,28843972,56005
Canada,2018,1575,12598,19743,23380,30117,39459,50506,64813,90443,229817,CA,29165924,56245
Canada,2019,1571,12567,19695,23323,30044,39364,50384,64657,90224,227729,CA,29485992,55956
Canada,2020,1452,11616,18205,21559,27771,36386,46572,59765,83398,210501,CA,29809158,51722
Central African Republic,1980,20,163,307,454,657,976,1456,2256,3812,18849,CF,1047628,2895
Central African Republic,1981,20,156,294,435,630,936,1396,2163,3654,18068,CF,1076847,2775
Central African Republic,1982,20,162,306,452,655,973,1452,2250,3801,18795,CF,1109099,2887
Central African Republic,1983,18,143,270,398,577,857,1278,1980,3345,16544,CF,1142797,2541
Central African Republic,1984,19,153,289,427,618,918,1368,2121,3583,17717,CF,1176108,2721
Central African Republic,1985,19,156,294,434,629,933,1392,2157,3645,18026,CF,1207781,2769
Central African Republic,1986,20,159,300,443,641,952,1420,2201,3718,18387,CF,1225217,2824
Central African Republic,1987,18,148,279,412,596,886,1321,2047,3459,17105,CF,1240231,2627
Central African Republic,1988,19,149,280,414,600,891,1329,2060,3480,17210,CF,1254738,2643
Central African Republic,1989,19,150,283,418,605,899,1341,2078,3511,17362,CF,1271337,2667
Central African Republic,1990,18,145,273,403,584,867,1293,2004,3386,16746,CF,1291953,2572
Central African Republic,1991,18,141,267,394,571,848,1264,1959,3310,16371,CF,1323123,2514
Central African Republic,1992,16,128,242,357,517,768,1145,1774,2998,14826,CF,1360246,2277
Central African Republic,1993,18,142,263,383,545,791,1160,1766,2949,14090,CF,1401674,2211
Central African Republic,1994,20,160,294,423,592,844,1219,1824,3012,13897,CF,1445070,2228
Central African Republic,1995,23,185,338,480,664,930,1324,1950,3185,14189,CF,1488697,2327
Central African Republic,1996,24,190,343,483,661,913,1282,1861,3009,12935,CF,1524626,2170
Central African Republic,1997,27,213,383,535,725,988,1372,1963,3142,13030,CF,1560043,2238
Central African Republic,1998,30,237,423,587,788,1061,1457,2057,3260,13036,CF,1595785,2293
Central African Republic,1999,32,258,459,633,844,1123,1527,2129,3344,12888,CF,1633039,2324
Central African Republic,2000,33,262,464,637,844,1113,1498,2064,3213,11926,CF,1672423,2205
Central African Republic,2001,37,293,516,706,929,1213,1620,2207,3404,12164,CF,1703551,2309
Central African Republic,2002,40,316,556,757,991,1283,1700,2291,3504,12047,CF,1736037,2348
Central African Republic,2003,39,312,546,740,964,1239,1629,2173,3297,10898,CF,1769746,2184
Central African Republic,2004,37,295,520,710,929,1195,1572,2113,3242,11929,CF,1804471,2254
Central African Republic,2005,33,267,474,652,857,1104,1454,1971,3062,12527,CF,1840099,2240
Central African Republic,2006,31,248,444,617,815,1051,1386,1898,2991,13601,CF,1870570,2308
Central African Republic,2007,28,227,411,576,767,990,1308,1811,2900,14664,CF,1901459,2368
Central African Republic,2008,25,200,367,521,700,905,1197,1680,2740,15418,CF,1930642,2375
Central African Republic,2009,27,215,394,561,752,973,1287,1806,2946,16575,CF,1955634,2554
Central African Republic,2010,28,223,409,582,781,1010,1336,1875,3058,17207,CF,1975263,2651
Central African Republic,2011,29,233,428,609,818,1057,1399,1963,3202,18013,CF,1974422,2775
Central African Republic,2012,31,248,455,647,869,1124,1486,2085,3402,19139,CF,1965794,2949
Central African Republic,2013,19,155,284,404,542,701,927,1301,2122,11937,CF,1953481,1839
Central African Republic,2014,20,157,288,409,549,710,940,1318,2150,12097,CF,1942930,1864
Central African Republic,2015,21,165,303,431,578,747,989,1387,2262,12729,CF,1938238,1961
Central African Republic,2016,21,171,314,447,600,775,1026,1439,2348,13210,CF,1962730,2035
Central African Republic,2017,22,176,323,460,617,798,1056,1481,2417,13598,CF,1995612,2095
Central African Republic,2018,22,179,329,468,628,812,1075,1508,2459,13838,CF,2035657,2132
Central African Republic,2019,23,180,331,471,632,818,1082,1517,2475,13927,CF,2080780,2146
Central African Republic,2020,22,176,323,459,616,797,1054,1479,2412,13572,CF,2129547,2091
Chad,1980,33,262,503,668,850,1072,1356,1775,2615,8452,TD,2037640,1759
Chad,1981,33,263,504,670,852,1075,1359,1779,2620,8471,TD,2067919,1763
Chad,1982,34,273,525,697,887,1119,1415,1852,2728,8820,TD,2102055,1835
Chad,1983,39,312,600,797,1013,1278,1617,2116,3117,10077,TD,2140372,2097
Chad,1984,39,309,594,789,1004,1266,1601,2095,3087,9979,TD,2183317,2076
Chad,1985,47,373,716,950,1209,1525,1929,2524,3719,12021,TD,2230949,2501
Chad,1986,43,346,664,882,1122,1415,1790,2342,3450,11154,TD,2279265,2321
Chad,1987,41,328,630,836,1064,1341,1697,2221,3271,10575,TD,2334149,2200
Chad,1988,46,371,713,946,1204,1519,1921,2514,3704,11973,TD,2394538,2491
Chad,1989,48,380,730,970,1234,1556,1968,2576,3794,12266,TD,2459335,2552
Chad,1990,44,351,674,895,1139,1436,1816,2377,3502,11321,TD,2527992,2355
Chad,1991,47,377,725,962,1224,1544,1953,2555,3765,12170,TD,2592100,2532
Chad,1992,50,400,768,1019,1297,1636,2070,2708,3990,12898,TD,2661146,2684
Chad,1993,40,322,618,820,1043,1316,1665,2179,3209,10375,TD,2735516,2159
Chad,1994,43,347,667,885,1126,1421,1797,2352,3464,11199,TD,2815687,2330
Chad,1995,43,341,655,870,1106,1395,1765,2310,3403,11001,TD,2901999,2289
Chad,1996,42,339,651,864,1099,1387,1754,2295,3381,10931,TD,2985088,2274
Chad,1997,44,348,669,888,1129,1424,1802,2358,3474,11230,TD,3076111,2337
Chad,1998,45,361,694,922,1173,1479,1871,2448,3607,11659,TD,3175326,2426
Chad,1999,43,346,665,883,1123,1417,1792,2346,3455,11170,TD,3282999,2324
Chad,2000,41,330,634,841,1071,1350,1708,2235,3293,10645,TD,3399144,2215
Chad,2001,45,357,685,909,1157,1459,1846,2416,3559,11505,TD,3514861,2394
Chad,2002,47,372,715,949,1207,1523,1926,2521,3714,12007,TD,3640994,2498
Chad,2003,58,465,801,1040,1310,1681,2149,2806,4106,13170,TD,3775468,2759
Chad,2004,74,592,1024,1339,1696,2173,2775,3636,5339,17170,TD,3916125,3582
Chad,2005,93,743,1291,1702,2165,2772,3535,4648,6850,22085,TD,4061923,4588
Chad,2006,74,592,1033,1374,1756,2245,2860,3774,5582,18042,TD,4198591,3733
Chad,2007,78,623,1092,1464,1880,2403,3056,4047,6008,19465,TD,4340785,4012
Chad,2008,72,579,1019,1379,1779,2271,2885,3835,5712,18553,TD,4490464,3808
Chad,2009,74,593,1048,1430,1855,2365,3001,4003,5984,19483,TD,4649938,3984
Chad,2010,83,665,1181,1627,2121,2701,3422,4582,6874,22436,TD,4820632,4569
Chad,2011,78,625,1116,1553,2034,2588,3275,4401,6625,21676,TD,4992667,4397
Chad,2012,82,658,1174,1633,2140,2723,3445,4629,6969,22802,TD,5177374,4626
Chad,2013,84,670,1196,1664,2180,2774,3510,4717,7102,23235,TD,5373164,4713
Chad,2014,86,692,1235,1718,2250,2863,3623,4868,7329,23980,TD,5578194,4864
Chad,2015,86,686,1223,1702,2230,2837,3589,4824,7262,23760,TD,5791520,4820
Chad,2016,77,618,1103,1534,2009,2557,3235,4347,6544,21411,TD,6000911,4343
Chad,2017,72,578,1031,1434,1878,2390,3024,4064,6118,20018,TD,6218876,4061
Chad,2018,71,572,1020,1419,1859,2366,2993,4023,6056,19814,TD,6446382,4019
Chad,2019,71,570,1018,1416,1855,2361,2987,4014,6043,19771,TD,6684691,4011
Chad,2020,68,545,972,1352,1772,2254,2852,3833,5770,18880,TD,6934580,3830
Chile,1980,320,1423,2923,4207,5481,6866,9055,12851,21270,83236,CL,6358655,14763
Chile,1981,331,1470,3019,4346,5662,7093,9354,13276,21974,85989,CL,6513005,15251
Chile,1982,272,1210,2486,3579,4662,5841,7702,10931,18093,70803,CL,6671941,12558
Chile,1983,248,1102,2264,3260,4246,5320,7015,9957,16480,64489,CL,6834376,11438
Chile,1984,248,1101,2262,3256,4242,5314,7008,9946,16463,64423,CL,6998365,11426
Chile,1985,250,1110,2279,3281,4275,5355,7062,10023,16589,64918,CL,7162935,11514
Chile,1986,263,1167,2397,3451,4496,5632,7427,10541,17447,68274,CL,7336862,12110
Chile,1987,282,1254,2576,3708,4831,6052,7981,11327,18748,73366,CL,7509253,13013
Chile,1988,299,1330,2731,3932,5123,6417,8463,12011,19879,77793,CL,7681463,13798
Chile,1989,323,1436,2950,4247,5532,6931,9140,12971,21470,84016,CL,7855958,14902
Chile,1990,330,1468,3014,4339,5653,7082,9339,13255,21939,85852,CL,8033488,15227
Chile,1991,350,1556,3197,4602,5995,7510,9904,14056,23264,91040,CL,8207187,16147
Chile,1992,387,1717,3527,5078,6615,8287,10928,15510,25671,100456,CL,8386054,17817
Chile,1993,406,1804,3706,5335,6950,8707,11481,16295,26971,105544,CL,8567688,18720
Chile,1994,414,1840,3780,5441,7088,8880,11709,16619,27507,107641,CL,8749673,19092
Chile,1995,447,1985,4078,5871,7648,9582,12635,17933,29681,116151,CL,8931439,20601
Chile,1996,465,2067,4245,6111,7962,9974,13153,18667,30897,120910,CL,9111253,21445
Chile,1997,493,2188,4495,6471,8430,10561,13926,19765,32714,128018,CL,9294797,22706
Chile,1998,509,2260,4643,6683,8707,10908,14384,20415,33790,132229,CL,9479943,23453
Chile,1999,490,2176,4469,6433,8381,10499,13845,19650,32524,127277,CL,9663796,22574
Chile,2000,506,2246,4614,6641,8652,10839,14293,20286,33577,131880,CL,9845226,23353
Chile,2001,522,2339,4720,6753,8818,11041,14392,20233,33558,134617,CL,10033652,23699
Chile,2002,539,2436,4833,6872,8994,11256,14501,20189,33559,137515,CL,10214993,24069
Chile,2003,551,2512,4902,6928,9088,11368,14475,19952,33240,139167,CL,10395276,24218
Chile,2004,557,2480,4951,7015,9225,11534,14667,20150,33459,144477,CL,10581769,24852
Chile,2005,568,2470,5051,7175,9458,11819,15010,20551,34009,151492,CL,10777662,25760
Chile,2006,557,2362,4954,7056,9325,11647,14771,20153,33234,152755,CL,10976368,25682
Chile,2007,535,2338,5110,7326,9694,12180,15465,21274,35155,158815,CL,11182745,26789
Chile,2008,523,2362,5398,7790,10322,13047,16585,22999,38081,169119,CL,11395686,28623
Chile,2009,456,2144,5136,7463,9902,12591,16022,22398,37157,162246,CL,11612773,27552
Chile,2010,505,2253,5180,7436,9868,12344,15588,21680,36811,173288,CL,11832260,28495
Chile,2011,561,2388,5265,7464,9904,12170,15236,21067,36710,186490,CL,12040763,29726
Chile,2012,657,2772,5804,8191,10719,13134,16549,22875,39713,194331,CL,12253635,31474
Chile,2013,735,3084,6170,8670,11197,13683,17347,23971,41469,195504,CL,12472218,32183
Chile,2014,782,3250,6367,8909,11533,14139,17899,24674,41856,195416,CL,12700111,32483
Chile,2015,831,3426,6579,9170,11897,14630,18496,25435,42326,195679,CL,12939767,32847
Chile,2016,863,3516,6729,9330,12039,14775,18612,25359,41882,193461,CL,13196537,32656
Chile,2017,878,3541,6755,9319,11964,14654,18396,24835,40710,187879,CL,13473368,31893
Chile,2018,896,3614,6894,9511,12211,14957,18775,25347,41549,191754,CL,13748988,32551
Chile,2019,887,3575,6820,9408,12079,14795,18572,25073,41100,189682,CL,13995446,32199
Chile,2020,813,3280,6257,8632,11082,13574,17039,23004,37708,174024,CL,14194248,29541
China,1980,144,1155,1836,2065,2296,2601,3060,3719,4760,8368,CN,532203555,3000
China,1981,148,1181,1881,2123,2368,2687,3164,3851,4943,8824,CN,539574219,3117
China,1982,154,1230,1964,2223,2486,2839,3375,4142,5335,9562,CN,548104141,3331
China,1983,161,1290,2062,2340,2622,2977,3499,4254,5475,9983,CN,566377109,3466
China,1984,172,1376,2202,2504,2809,3194,3761,4581,5908,10974,CN,584910547,3748
China,1985,179,1433,2296,2612,2931,3333,3920,4782,6211,11947,CN,604559531,3964
China,1986,170,1362,2202,2541,2885,3350,4065,5087,6653,12363,CN,625469258,4068
China,1987,171,1369,2225,2589,2959,3467,4256,5374,7035,12750,CN,647543477,4220
China,1988,172,1378,2247,2631,3019,3540,4338,5474,7187,13199,CN,661796016,4319
China,1989,164,1313,2150,2530,2914,3441,4258,5429,7195,13277,CN,675885859,4267
China,1990,159,1276,2095,2475,2858,3370,4147,5255,6923,12739,CN,705257422,4130
China,1991,152,1220,2023,2421,2823,3386,4273,5532,7366,13429,CN,728210469,4262
China,1992,153,1225,2047,2474,2904,3508,4468,5853,7925,14857,CN,745659844,4542
China,1993,154,1233,2075,2532,2992,3644,4691,6227,8578,16480,CN,765778594,4861
China,1994,158,1263,2141,2635,3132,3833,4952,6597,9116,17683,CN,778233984,5151
China,1995,174,1393,2365,2919,3472,4228,5412,7142,9795,18923,CN,798008125,5582
China,1996,180,1441,2453,3037,3619,4359,5455,7061,9598,19084,CN,819423750,5629
China,1997,187,1497,2565,3201,3833,4612,5746,7401,10016,20045,CN,836232188,5910
China,1998,184,1471,2514,3126,3737,4479,5553,7133,9679,19732,CN,852024063,5761
China,1999,181,1446,2498,3148,3795,4583,5734,7436,10189,20814,CN,865600156,5982
China,2000,171,1371,2414,3120,3820,4679,5950,7835,10861,22494,CN,872131250,6272
China,2001,170,1362,2416,3165,3909,4824,6179,8182,11357,24014,CN,891532031,6558
China,2002,175,1402,2474,3210,3941,4892,6372,8615,12319,28554,CN,907759375,7195
China,2003,181,1447,2566,3366,4161,5183,6759,9165,13195,31346,CN,922109609,7737
China,2004,201,1607,2837,3695,4550,5648,7331,9903,14238,35053,CN,935638047,8506
China,2005,198,1582,2833,3807,4786,5997,7810,10597,15352,38599,CN,940789453,9156
China,2006,218,1741,3120,4213,5314,6660,8650,11690,16831,42957,CN,955951641,10139
China,2007,235,1876,3377,4638,5922,7441,9625,12937,18508,48095,CN,975175469,11265
China,2008,242,1939,3497,4818,6163,7746,10025,13477,19260,50029,CN,993507734,11720
China,2009,248,1987,3597,5052,6552,8252,10630,14221,20222,52573,CN,1013720859,12334
China,2010,255,2036,3731,5348,7025,8889,11451,15342,21967,56961,CN,1017746641,13300
China,2011,277,2220,4058,5769,7527,9436,12028,15981,22875,60745,CN,1030895234,14092
China,2012,300,2400,4398,6337,8347,10450,13214,17381,24511,62452,CN,1042157188,14979
China,2013,329,2635,4789,6612,8451,10675,13971,18966,27325,68878,CN,1053870859,16263
China,2014,360,2878,5247,7333,9447,11900,15415,20690,29395,72995,CN,1063541641,17566
China,2015,379,3029,5522,7719,9944,12524,16224,21774,30927,77145,CN,1072290234,18519
China,2016,401,3207,5848,8174,10530,13263,17181,23059,32752,81695,CN,1080490240,19611
China,2017,424,3391,6184,8643,11135,14024,18167,24382,34631,86383,CN,1088422912,20736
China,2018,446,3566,6502,9088,11708,14746,19102,25637,36413,90828,CN,1095979520,21803
China,2019,467,3738,6815,9526,12272,15456,20022,26872,38167,95204,CN,1102995328,22854
China,2020,471,3764,6864,9594,12359,15567,20165,27064,38440,95884,CN,1109405312,23017
Colombia,1980,72,892,2343,4141,5785,7720,9915,12973,19700,71257,CO,12872653,13480
Colombia,1981,71,877,2304,4072,5688,7590,9748,12754,19368,70056,CO,13318152,13253
Colombia,1982,69,845,2219,3922,5478,7311,9389,12285,18655,67477,CO,13799906,12765
Colombia,1983,67,822,2159,3815,5330,7112,9134,11951,18149,65646,CO,14304581,12418
Colombia,1984,66,814,2137,3777,5276,7041,9042,11831,17967,64986,CO,14811672,12294
Colombia,1985,65,806,2118,3744,5230,6979,8963,11728,17809,64417,CO,15310638,12186
Colombia,1986,67,826,2171,3836,5359,7152,9185,12017,18249,66008,CO,15819971,12487
Colombia,1987,68,842,2211,3908,5459,7286,9357,12242,18591,67244,CO,16323039,12721
Colombia,1988,70,857,2251,3978,5556,7415,9522,12459,18920,68436,CO,16818658,12946
Colombia,1989,69,852,2237,3953,5522,7369,9464,12383,18804,68017,CO,17308326,12867
Colombia,1990,70,865,2271,4014,5608,7483,9610,12574,19095,69069,CO,17792730,13066
Colombia,1991,70,862,2264,4002,5590,7460,9580,12535,19035,68851,CO,18270632,13025
Colombia,1992,71,878,2305,4074,5691,7595,9754,12762,19381,70101,CO,18734120,13261
Colombia,1993,74,912,2395,4232,5912,7890,10132,13257,20132,72820,CO,19193946,13776
Colombia,1994,77,947,2487,4396,6141,8195,10525,13770,20911,75638,CO,19665240,14309
Colombia,1995,78,957,2513,4442,6205,8280,10634,13913,21129,76424,CO,20156614,14457
Colombia,1996,74,913,2399,4240,5923,7904,10151,13281,20169,72951,CO,20648738,13801
Colombia,1997,74,908,2386,4217,5891,7862,10096,13210,20061,72560,CO,21171292,13727
Colombia,1998,70,862,2265,4002,5591,7461,9582,12537,19038,68862,CO,21713446,13027
Colombia,1999,66,814,2139,3780,5280,7047,9050,11841,17981,65040,CO,22258600,12304
Colombia,2000,82,1012,2657,4696,6560,8755,11243,14711,22340,77427,CO,22799132,14948
Colombia,2001,80,981,2578,4556,6364,8493,10907,14270,21671,75110,CO,23372978,14501
Colombia,2002,79,972,2553,4513,6304,8412,10804,14136,21466,74400,CO,23934652,14364
Colombia,2003,93,1020,2590,4301,5827,7706,9757,13018,21580,77876,CO,24489870,14377
Colombia,2004,127,1124,2790,4455,6145,8164,10367,14304,22844,79203,CO,25050470,14952
Colombia,2005,128,1208,3029,4685,6430,8357,10537,14436,23235,79753,CO,25622054,15180
Colombia,2006,120,1187,3072,4843,6672,8729,11100,15231,24794,85450,CO,26185462,16120
Colombia,2007,108,1133,3041,4893,6767,8916,11437,15716,25876,89540,CO,26766910,16743
Colombia,2008,92,1048,2933,4824,6702,8894,11510,15841,26381,91648,CO,27359968,16987
Colombia,2009,135,1197,3003,4745,6534,8739,11332,15615,26366,90005,CO,27952382,16767
Colombia,2010,153,1289,3179,4959,6792,8951,11528,16198,27443,92316,CO,28539248,17281
Colombia,2011,176,1469,3589,5501,7528,9792,12452,17100,27595,94665,CO,29138920,17987
Colombia,2012,183,1569,3769,5816,7976,10405,13238,18397,29534,93152,CO,29718928,18404
Colombia,2013,187,1626,3924,5986,8268,10684,13598,18817,30046,97814,CO,30302124,19095
Colombia,2014,184,1659,4091,6192,8460,10869,13766,18928,30903,100597,CO,30920598,19565
Colombia,2015,200,1826,4476,6728,9169,11588,14603,19874,31999,101084,CO,31591228,20155
Colombia,2016,196,1863,4613,6898,9317,11585,14580,19889,31682,101428,CO,32306288,20205
Colombia,2017,200,1850,4378,6520,8816,11167,13984,19202,31583,100353,CO,33086946,19805
Colombia,2018,173,1727,4199,6287,8546,10982,13750,18927,31005,101345,CO,33891056,19694
Colombia,2019,175,1744,4241,6349,8630,11090,13885,19113,31310,102341,CO,34659128,19888
Colombia,2020,158,1578,3837,5744,7807,10034,12562,17292,28326,92589,CO,35348856,17993
Comoros,1980,101,805,1523,2133,2915,3895,5128,6959,10231,34173,KM,137250,6786
Comoros,1981,101,810,1531,2145,2931,3916,5155,6997,10286,34358,KM,141268,6823
Comoros,1982,105,840,1589,2226,3042,4065,5351,7262,10676,35661,KM,145079,7082
Comoros,1983,107,854,1616,2263,3092,4132,5439,7382,10853,36251,KM,148825,7199
Comoros,1984,108,866,1638,2294,3135,4189,5515,7485,11004,36755,KM,152720,7299
Comoros,1985,107,859,1624,2275,3109,4154,5468,7420,10909,36440,KM,156878,7236
Comoros,1986,107,854,1614,2261,3090,4128,5434,7375,10843,36217,KM,160947,7192
Comoros,1987,106,846,1601,2242,3064,4094,5389,7313,10752,35914,KM,165396,7132
Comoros,1988,106,844,1597,2236,3056,4084,5376,7296,10726,35828,KM,170136,7115
Comoros,1989,100,799,1511,2116,2892,3864,5086,6903,10148,33897,KM,175106,6732
Comoros,1990,102,815,1541,2158,2949,3940,5187,7040,10350,34570,KM,180258,6865
Comoros,1991,93,745,1408,1972,2695,3601,4740,6433,9458,31593,KM,185501,6274
Comoros,1992,100,798,1509,2114,2889,3860,5081,6895,10137,33861,KM,191026,6724
Comoros,1993,100,797,1506,2110,2883,3852,5071,6882,10118,33798,KM,196818,6712
Comoros,1994,91,725,1372,1921,2625,3507,4617,6266,9212,30771,KM,202849,6111
Comoros,1995,92,733,1386,1941,2652,3544,4665,6332,9309,31093,KM,209104,6175
Comoros,1996,86,684,1285,1794,2439,3252,4278,5803,8593,30814,KM,215442,5903
Comoros,1997,84,676,1261,1753,2370,3153,4144,5619,8385,32279,KM,221945,5972
Comoros,1998,81,647,1198,1660,2230,2960,3887,5267,7925,32763,KM,228707,5862
Comoros,1999,78,623,1144,1578,2106,2789,3658,4954,7522,33403,KM,235782,5785
Comoros,2000,82,656,1194,1640,2173,2869,3759,5088,7803,37242,KM,243233,6251
Comoros,2001,79,633,1142,1561,2053,2702,3535,4782,7414,38058,KM,250665,6196
Comoros,2002,76,611,1091,1483,1934,2537,3314,4479,7030,38852,KM,258472,6141
Comoros,2003,73,583,1031,1394,1800,2353,3069,4144,6591,39264,KM,266635,6030
Comoros,2004,70,559,977,1313,1678,2184,2843,3836,6192,39818,KM,275142,5947
Comoros,2005,73,580,1016,1373,1759,2288,2998,4040,6462,38724,KM,283979,5931
Comoros,2006,75,602,1056,1433,1840,2393,3151,4244,6730,37637,KM,292901,5916
Comoros,2007,77,613,1074,1465,1885,2451,3243,4365,6869,35883,KM,302190,5792
Comoros,2008,80,639,1121,1534,1979,2572,3419,4598,7184,35092,KM,311795,5822
Comoros,2009,83,661,1162,1597,2062,2680,3577,4808,7463,34116,KM,321645,5821
Comoros,2010,86,689,1210,1669,2159,2805,3758,5049,7790,33342,KM,331696,5856
Comoros,2011,90,720,1266,1752,2270,2949,3964,5323,8168,32745,KM,341683,5925
Comoros,2012,93,743,1308,1815,2355,3059,4125,5537,8452,31751,KM,351925,5924
Comoros,2013,97,779,1371,1908,2479,3219,4354,5841,8875,31243,KM,362375,6017
Comoros,2014,100,800,1409,1966,2558,3321,4504,6040,9136,30143,KM,373052,5998
Comoros,2015,98,786,1384,1931,2512,3261,4423,5931,8971,29599,KM,383949,5890
Comoros,2016,99,790,1392,1942,2527,3281,4450,5967,9026,29779,KM,394708,5925
Comoros,2017,100,798,1406,1962,2552,3313,4494,6026,9115,30073,KM,405819,5984
Comoros,2018,101,804,1417,1977,2572,3339,4529,6074,9186,30309,KM,417227,6031
Comoros,2019,100,798,1406,1962,2552,3314,4495,6027,9116,30078,KM,428859,5985
Comoros,2020,96,772,1360,1897,2468,3204,4345,5827,8814,29080,KM,440691,5786
Congo,1980,132,1053,1861,2464,3198,4153,5519,7585,12152,45718,CG,773441,8383
